Employee ID,Status,Original Hire Date,Pay Group Description,Department,Facility Code,Closest Office,City
81300033,Active,3/28/2016,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Forest Side
72307544,Active,3/15/2016,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Quezon City
72308322,Active,3/15/2016,PHL Dayforce Bi-monthly,Management,PHLMAN 2A,PHL - Manila 2Asc,PASIG
72307618,Active,3/8/2016,Australia Monthly,Implementation,AUSMEL,AUS - Melbourne VIC,Point Cook
986612,Active,3/7/2016,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Stoney Creek
72307545,Active,3/7/2016,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Quezon City
726616,Active,3/7/2016,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,North York
426620,Active,3/7/2016,Dayforce Canada,Customer Support,,CAN - Montreal QC,MONTREAL
72301360,Active,3/2/2016,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Quatre Bornes
81307721,Active,3/1/2016,JPN Ascender - Non-paying,Implementation,JPNTYO 2A,JPN - Tokyo 2Asc,Kawagoe-shi
72201782,Active,2/29/2016,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Port Louis
92201774,Active,2/22/2016,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Bon Accueil
92307486,Active,2/18/2016,PHL Dayforce Bi-monthly,Development,PHLMAN 2A,PHL - Manila 2Asc,Caloocan
81307911,Active,2/15/2016,PHL Dayforce Bi-monthly,Finance,PHLMAN 2A,PHL - Manila 2Asc,Marikina City
72201770,Active,2/15/2016,Mauritius Ltd Monthly,Development,MAUEBE,MAU - Ebene Mauritius,Pamplemousses
81308355,Active,2/15/2016,JPN Ascender - Non-paying,Product,JPNTYO 2A,JPN - Tokyo 2Asc,Kodaira
98307723,Active,2/15/2016,Dayforce CN Monthly,Implementation,CHNSHACDAY,CHN - Shanghai,Shanghai
81307789,Active,2/11/2016,PHL Dayforce Bi-monthly,Finance,PHLMAN 2A,PHL - Manila 2Asc,Makati City
72306140,Active,2/9/2016,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Quezon
92306140,Active,2/9/2016,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,
926600,Active,2/8/2016,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Brampton
98310523,Active,2/2/2016,MEX Semi-Monthly,Development,VIRTUL,Mexico,Temixco Morelos
81307546,Active,2/1/2016,PHL Dayforce Bi-monthly,Implementation,PHLMAN 2A,PHL - Manila 2Asc,Concepcion 1
92307123,Active,2/1/2016,PHL Dayforce Bi-monthly,Finance,PHLMAN 2A,PHL - Manila 2Asc,Cainta
81201672,Active,2/1/2016,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Goodlands
72201753,Active,1/27/2016,Mauritius Ltd Monthly,Management,MAUEBE,MAU - Ebene Mauritius,Quatre Bornes
816556,Active,1/25/2016,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Milton
816555,Active,1/25/2016,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Gloucester
926587,Active,1/25/2016,Dayforce Canada,Sales,VIRTUL,CAN - Not within 50 miles of an office,Calgary
72201763,Active,1/25/2016,Mauritius Ltd Monthly,Sales,MAUEBE,MAU - Ebene Mauritius,Petit Raffray
986570,Active,1/25/2016,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,Scarborough
81302486,Active,1/25/2016,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,Maple
426558,Active,1/25/2016,Dayforce Canada,Implementation,,CAN - Montreal QC,Montreal
81304972,Active,1/22/2016,IND Monthly (ConnectedPay Exc),Customer Support,INDBAN,IND - Bangalore,Hosur
81300306,Active,1/20/2016,UK Monthly (Native),Customer Support,UKGLA3,UK - Glasgow Scotland,Johnstone
92305914,Active,1/18/2016,IND Monthly (ConnectedPay Exc),Human Resources,INDBAN,IND - Bangalore,Bengaluru
92305914,Active,1/18/2016,IND Monthly (ConnectedPay Exc),Human Resources,INDBAN,IND - Bangalore,
126572,Active,1/11/2016,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Toronto
126573,Active,1/11/2016,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Toronto
12300988,Active,1/11/2016,Dayforce Canada,Customer Support,VIRTUL,CAN - Toronto ON,Toronto
726545,Active,1/11/2016,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Richmond Hill
726580,Active,1/11/2016,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Pickering
816561,Active,1/11/2016,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Maple
816574,Active,1/11/2016,Dayforce Canada,Customer Support,VIRTUL,CAN - Toronto ON,Hamilton
81313516,Active,1/11/2016,UK Monthly (Native),Implementation,VIRTUL,UK - Glasgow Scotland,Glasgow
926579,Active,1/11/2016,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Brampton
986568,Active,1/11/2016,Dayforce Canada,Implementation,CANTOR,CAN - Toronto ON,St. Catharines
816571,Active,1/11/2016,Dayforce Canada,Customer Support,CANTOR,CAN - Toronto ON,Markham
81306142,Active,1/8/2016,PHL Dayforce Bi-monthly,Finance,PHLMAN 2A,PHL - Manila 2Asc,Manila City
92306142,Active,1/8/2016,PHL Dayforce Bi-monthly,Finance,PHLMAN 2A,PHL - Manila 2Asc,
92303421,Active,1/4/2016,UK Monthly (Native),Implementation,VIRTUL,UK - Glasgow Scotland,Bicester
72201729,Active,1/4/2016,Mauritius Ltd Monthly,Product,MAUEBE,MAU - Ebene Mauritius,Phoenix
816543,Active,1/4/2016,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,Markham
12201757,Active,12/29/2015,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Vacoas
986541,Active,12/21/2015,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Scarborough
72201750,Active,12/21/2015,Mauritius Ltd Monthly,Technology,MAUEBE,MAU - Ebene Mauritius,Port Louis
81201697,Active,12/21/2015,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Curepipe 
92307160,Active,12/16/2015,PHL Dayforce Bi-monthly,Human Resources,PHLMAN 2A,PHL - Manila 2Asc,Antipolo City
81315387,Active,12/14/2015,Dayforce Canada,Implementation,VIRTUL,CAN - Not within 50 miles of an office,Edmonton
72300326,UK Terminated (Close immediately),12/14/2015,UK Monthly (Native),Product,UKGLA3,UK - Glasgow Scotland,Paisley
81303485,Active,12/7/2015,Australia Monthly,Development,VIRTUL,AUS - Sydney NSW,LAKEMBA
81300297,Active,12/7/2015,UK Monthly (Native),Product,UKGLA3,UK - Glasgow Scotland,Glasgow
81318572,Active,12/7/2015,IND Monthly (ConnectedPay Exc),Customer Support,INDBAN,IND - Bangalore,Haveri
98307623,Active,12/7/2015,Australia Monthly,Implementation,AUSMEL,AUS - Melbourne VIC,Tarneit
72310519,Active,12/1/2015,MEX Semi-Monthly,Implementation,VIRTUL,Mexico,Naucalpan De Juárez
92201745,Active,12/1/2015,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Beau Bassin
98308415,Active,12/1/2015,JPN Ascender - Non-paying,Customer Support,JPNTYO 2A,JPN - Tokyo 2Asc,shiraoka-shi
92305558,Active,12/1/2015,IND Monthly (ConnectedPay Exc),Customer Support,INDBAN,IND - Bangalore,Bengaluru
92305558,Active,12/1/2015,IND Monthly (ConnectedPay Exc),Customer Support,INDBAN,IND - Bangalore,
926525,Active,11/30/2015,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Brampton
92317279,Active,11/30/2015,US BiWeekly,Implementation,VIRTUL,US - Not within 50 miles of an office,Ashburn
126530,Active,11/23/2015,Dayforce Canada,Implementation,,CAN - Montreal QC,Verdun
426537,Active,11/15/2015,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Mississauga
126511,Active,11/9/2015,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Toronto
986515,Active,11/9/2015,Dayforce Canada,Customer Support,VIRTUL,CAN - Toronto ON,Scarborough
816507,STD,11/9/2015,Dayforce Canada,Implementation,VIRTUL,CAN - Not within 50 miles of an office,Halifax
98308272,Active,11/9/2015,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Tacloban
72307100,Active,11/9/2015,PHL Dayforce Bi-monthly,Finance,PHLMAN 2A,PHL - Manila 2Asc,Pasig City
98201721,Active,11/9/2015,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Souillac
72201722,Active,11/9/2015,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Quatre Bornes
726499,Active,11/9/2015,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,North York
926489,Active,11/9/2015,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,Barrie
126503,Active,11/9/2015,Dayforce Canada,Implementation,,CAN - Montreal QC,Vaudreuil-Dorion
92317881,Active,11/1/2015,DNK Monthly - Nonpaying,Development,DENCPH,Denmark,Birkerød 
126494,Active,10/26/2015,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,VAUGHAN
926495,Active,10/26/2015,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,Brampton
81307892,Active,10/26/2015,Australia Monthly,Development,AUSADEL 2A,AUS - Adelaide 2Asc,McLaren Flat
98307793,Active,10/23/2015,Dayforce CN Monthly,Finance,CHNSHACDAY,CHN - Shanghai,Shanghai
72313790,Active,10/19/2015,Dayforce Canada,Implementation,VIRTUL,CAN - Not within 50 miles of an office,Ottawa
81201692,Active,10/19/2015,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,La Flora
92306221,Active,10/16/2015,SGP Monthly (Native),Finance,SGPCDAY,SGP - Singapore CDAY,Bukit Merah
92306221,Active,10/16/2015,SGP Monthly (Native),Finance,SGPCDAY,SGP - Singapore CDAY,
986471,Active,10/13/2015,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Scarborough
126474,Active,10/13/2015,Dayforce Canada,Product,CANTOR,CAN - Toronto ON,Toronto 
426473,Active,10/13/2015,Dayforce Canada,Development,,CAN - Montreal QC,Montreal
816460,Active,10/13/2015,Dayforce Canada,Implementation,,CAN - Montreal QC,Magog
92305522,Active,10/9/2015,IND Monthly (ConnectedPay Exc),Customer Support,INDBAN,IND - Bangalore,Bengaluru
92305522,Active,10/9/2015,IND Monthly (ConnectedPay Exc),Customer Support,INDBAN,IND - Bangalore,
926475,Active,10/8/2015,Dayforce Canada,Customer Support,,CAN - Montreal QC,Beauharnois
98307482,Active,10/5/2015,SGP Monthly (Native),Product,SGPCDAY,SGP - Singapore CDAY,Singapore
72201669,Active,10/1/2015,Mauritius Ltd Monthly,Technology,MAUEBE,MAU - Ebene Mauritius,Pailles
81305992,Active,10/1/2015,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,Hyderabad
92305992,Active,10/1/2015,IND Monthly (ConnectedPay Exc),Development,INDBAN,IND - Bangalore,
98307407,Active,10/1/2015,Australia Monthly,Development,AUSADEL 2A,AUS - Adelaide 2Asc,Scott Creek
986459,Active,9/28/2015,Dayforce Canada,Product,VIRTUL,CAN - Toronto ON,Stouffville
986464,Active,9/28/2015,Dayforce Canada,Customer Support,VIRTUL,CAN - Not within 50 miles of an office,Rockland
726441,Active,9/28/2015,Dayforce Canada,Implementation,VIRTUL,CAN - Not within 50 miles of an office,Ottawa
816466,Active,9/28/2015,Dayforce Canada,Customer Support,VIRTUL,CAN - Not within 50 miles of an office,Cornwall
92300323,Active,9/28/2015,US BiWeekly,Cybersecurity,VIRTUL,US - Not within 50 miles of an office,Chula Vista
81307548,Active,9/28/2015,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Makati CIty
92201656,Active,9/28/2015,Mauritius Ltd Monthly,Development,MAUEBE,MAU - Ebene Mauritius,Brisee Verdiere
81304421,Active,9/28/2015,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,Innisfil
816465,Active,9/28/2015,Dayforce Canada,Customer Support,CANTOR,CAN - Toronto ON,Halton Hills
72307443,Active,9/28/2015,Australia Monthly,Development,AUSMEL,AUS - Melbourne VIC,Oakleigh South
426462,Leave with Benefits No VAC,9/28/2015,Dayforce Canada,Retiree/LTD/Global Assignment,,CAN - Montreal QC,Montreal
81307101,Active,9/23/2015,PHL Dayforce Bi-monthly,Finance,PHLMAN 2A,PHL - Manila 2Asc,Marikina
98201655,Active,9/21/2015,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Rose Hill
72201647,Active,9/21/2015,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Pamplemousses
81201651,Active,9/21/2015,Mauritius Ltd Monthly,Development,MAUEBE,MAU - Ebene Mauritius,Grand Gaube
98201642,Active,9/17/2015,Mauritius Ltd Monthly,Product,MAUEBE,MAU - Ebene Mauritius,St Pierre
72201638,Active,9/17/2015,Mauritius Ltd Monthly,Customer Success,MAUEBE,MAU - Ebene Mauritius,Quatre Bornes
42201643,Active,9/17/2015,Mauritius Ltd Monthly,Development,MAUEBE,MAU - Ebene Mauritius,Montagne Blanche
92201641,Active,9/17/2015,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Baie du Cap
81308572,Active,9/16/2015,JPN Ascender - Non-paying,Customer Support,JPNTYO 2A,JPN - Tokyo 2Asc,Kazo-shi
726451,Active,9/14/2015,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Ottawa
726437,Active,9/14/2015,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Oakville
726444,Active,9/14/2015,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,North Bay
726454,Active,9/14/2015,Dayforce Canada,Customer Success,VIRTUL,CAN - Toronto ON,Nobleton
926436,Active,9/14/2015,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Brampton
926433,Leave with Benefits No VAC,9/14/2015,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Belleville
926437,Active,9/14/2015,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,
81300305,Active,9/14/2015,UK Monthly (Native),Customer Support,UKGLA3,UK - Glasgow Scotland,Glasgow
816458,Active,9/14/2015,Dayforce Canada,Customer Support,CANTOR,CAN - Toronto ON,Etobicoke
426427,Active,9/8/2015,Dayforce Canada,Cybersecurity,VIRTUL,CAN - Toronto ON,Mississauga
81305910,Active,9/8/2015,IND Monthly (ConnectedPay Exc),Finance,INDNOI,IND - Noida,Delhi
92305910,Active,9/8/2015,IND Monthly (ConnectedPay Exc),Finance,INDNOI,IND - Noida,
98305312,Garden Leave,9/6/2015,Dayforce CN Monthly,Customer Success,CHNSHACDAY,CHN - Shanghai,Shanghai
98306197,Garden Leave,9/1/2015,SGP Monthly (Native),Implementation,SGPCDAY,SGP - Singapore CDAY,Singapore
98317859,Active,9/1/2015,DNK Monthly - Nonpaying,Development,DENCPH,Denmark,Skævinge
81318010,Active,9/1/2015,DNK Monthly - Nonpaying,Development,DENCPH,Denmark,Hvidovre
126425,Active,8/31/2015,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
12305215,Active,8/31/2015,Dayforce Canada,Product,VIRTUL,CAN - Toronto ON,Toronto
12309547,Active,8/31/2015,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Toronto
816420,Active,8/31/2015,Dayforce Canada,Product,VIRTUL,CAN - Toronto ON,Markham
92201628,Active,8/24/2015,Mauritius Ltd Monthly,Product,MAUEBE,MAU - Ebene Mauritius,Central Flacq
92305518,Active,8/21/2015,IND Monthly (ConnectedPay Exc),Customer Support,INDBAN,IND - Bangalore,Bengaluru
92305518,Active,8/21/2015,IND Monthly (ConnectedPay Exc),Customer Support,INDBAN,IND - Bangalore,
126387,Active,8/17/2015,Dayforce Canada,Customer Success,VIRTUL,CAN - Toronto ON,Whitby
726389,Active,8/17/2015,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Ottawa
926412,Active,8/17/2015,Dayforce Canada,Customer Support,VIRTUL,CAN - Toronto ON,Brampton
81306138,Active,8/17/2015,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Manila City
92306138,Active,8/17/2015,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,
72305908,Active,8/11/2015,IND Monthly (ConnectedPay Exc),Finance,INDNOI,IND - Noida,New Delhi
92305908,Active,8/11/2015,IND Monthly (ConnectedPay Exc),Finance,INDNOI,IND - Noida,
726388,Active,8/4/2015,Dayforce Canada,Customer Support,VIRTUL,CAN - Not within 50 miles of an office,Ottawa
126331,Active,8/4/2015,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,Toronto
816368,Active,8/4/2015,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,Markham
81307757,Active,8/1/2015,TH Ascender - Non-paying,Customer Support,THBKK 2A,TH - Bangkok 2Asc,Dindang
81201616,Active,7/27/2015,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Laventure
726351,Active,7/20/2015,Dayforce Canada,Customer Support,VIRTUL,CAN - Toronto ON,North York
92307126,Active,7/20/2015,PHL Dayforce Bi-monthly,Finance,PHLMAN 2A,PHL - Manila 2Asc,Cainta
986358,Active,7/13/2015,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Stittsville
926356,Active,7/13/2015,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Brampton
98305447,Active,7/13/2015,Dayforce CN Monthly,Finance,CHNSHACDAY,CHN - Shanghai,Shanghai
92305447,Active,7/13/2015,Dayforce CN Monthly,Finance,CHNSHACDAY,CHN - Shanghai,
81307242,Active,7/13/2015,Australia Monthly,Customer Support,AUSMEL,AUS - Melbourne VIC,Hamlyn Heights
81310679,Active,7/6/2015,MEX Semi-Monthly,Product,VIRTUL,Mexico,El Marques
98201607,Active,7/6/2015,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Riviere Du Rempart
72201588,Active,7/6/2015,Mauritius Ltd Monthly,Customer Success,MAUEBE,MAU - Ebene Mauritius,Plaine Magnien
81201600,Active,7/6/2015,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Mare D'Albert
98305463,Active,7/6/2015,Dayforce CN Monthly,Customer Support,CHNSHACDAY,CHN - Shanghai,Shanghai
92305463,Active,7/6/2015,Dayforce CN Monthly,Customer Support,CHNSHACDAY,CHN - Shanghai,
986338,Active,7/6/2015,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,Scarborough
726337,Active,7/6/2015,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,North York
72301041,Active,7/6/2015,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,North York
92305084,Active,7/3/2015,IND Monthly (ConnectedPay Exc),Implementation,INDBAN,IND - Bangalore,Bengaluru
816357,Active,7/2/2015,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Markham
72201563,Active,7/1/2015,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Quatre Cocos
72201555,Active,7/1/2015,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Pamplemousses
126353,Active,6/29/2015,Dayforce Canada,Product,VIRTUL,CAN - Not within 50 miles of an office,West Kelowna
92201601,Active,6/22/2015,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Beau-Vallon
92304986,Active,6/22/2015,Mauritius Ltd Monthly,Technology,MAUEBE,MAU - Ebene Mauritius,Baie du Cap
81303453,Active,6/18/2015,Australia Monthly,Product,VIRTUL,AUS - Not within 50 miles of an office,EAST BRISBANE
92305173,Active,6/15/2015,SGP Monthly (Native),Sales,SGPCDAY,SGP - Singapore CDAY,Bukit Timah
726316,Active,6/8/2015,Dayforce Canada,Product,VIRTUL,CAN - Toronto ON,Richmond Hill
726324,Active,6/8/2015,Dayforce Canada,Development,VIRTUL,CAN - Not within 50 miles of an office,Ottawa
926316,Active,6/8/2015,Dayforce Canada,Product,VIRTUL,CAN - Toronto ON,
72307491,Active,6/8/2015,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Quezon City
726314,Active,6/8/2015,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,Pickering
98308057,Active,6/1/2015,Dayforce CN Monthly,Customer Support,CHNSHACDAY,CHN - Shanghai,Shanghai
98303476,Active,6/1/2015,Australia Monthly,Sales,AUSSYD,AUS - Sydney NSW,Sydney
986311,Active,5/26/2015,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Stittsville
72307624,Active,5/25/2015,Australia Monthly,Implementation,VIRTUL,AUS - Not within 50 miles of an office,Newmarket
92307133,Inactive,5/25/2015,Australia Monthly,Customer Support,AUSSYD,AUS - Sydney NSW,Bondi Sydney
81310548,Active,5/19/2015,MEX Semi-Monthly,Implementation,VIRTUL,Mexico,Delegación Iztapalapa
126300,STD,5/19/2015,Dayforce Canada,Product,CANTOR,CAN - Toronto ON,Toronto
92303446,Active,5/18/2015,Australia Monthly,Implementation,AUSMEL,AUS - Melbourne VIC,Boronia
81306137,Active,5/12/2015,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Makati City
92306137,Active,5/12/2015,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,
126302,Active,5/11/2015,Dayforce Canada,Product,VIRTUL,CAN - Toronto ON,Toronto
426288,Active,5/11/2015,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Mississauga
926310,Active,5/11/2015,Dayforce Canada,Product,VIRTUL,CAN - Toronto ON,Brantford
816262,Active,5/11/2015,Dayforce Canada,Sales,CANTOR,CAN - Toronto ON,Kitchener
12201516,Active,5/4/2015,Mauritius Ltd Monthly,Customer Success,MAUEBE,MAU - Ebene Mauritius,Verdun
12201573,Active,5/4/2015,Mauritius Ltd Monthly,Finance,MAUEBE,MAU - Ebene Mauritius,Vacoas
72201567,Active,5/4/2015,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Piton
81307664,Active,5/4/2015,Australia Monthly,Customer Support,AUSMEL,AUS - Melbourne VIC,Hampton
81305812,Active,5/1/2015,IND Monthly (ConnectedPay Exc),Customer Support,INDHYD,IND - Hyderabad,Hyderabad
92305812,Active,5/1/2015,IND Monthly (ConnectedPay Exc),Customer Support,INDHYD,IND - Hyderabad,
726286,Active,4/27/2015,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,Richmond Hill
926281,Active,4/27/2015,Dayforce Canada,Development,,CAN - Montreal QC,Brossard
12319257,Active,4/13/2015,Dayforce Canada,Global Business Operations,VIRTUL,CAN - Toronto ON,Toronto
926283,Active,4/13/2015,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Bradford
81201566,Active,4/13/2015,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Mare D'Albert
126287,Active,4/13/2015,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,Toronto
72307492,Active,4/9/2015,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,QUEZON CITY
926295,Active,4/6/2015,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Ajax
98306135,Active,4/6/2015,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Taytay
92306135,Active,4/6/2015,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,
72317755,Active,4/1/2015,US BiWeekly,M&A Department,USAORL,US - Orlando FL,Orlando
81305797,Active,4/1/2015,IND Monthly (ConnectedPay Exc),Customer Support,INDNOI,IND - Noida,Gurgaon
92305797,Active,4/1/2015,IND Monthly (ConnectedPay Exc),Customer Support,INDNOI,IND - Noida,
126270,Active,3/30/2015,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Toronto
726264,Active,3/30/2015,Dayforce Canada,Development,CANTOR,CAN - Toronto ON,Oakville
81308129,Active,3/23/2015,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Marikina City
816248,Active,3/16/2015,Dayforce Canada,Implementation,VIRTUL,CAN - Toronto ON,Maple
98201542,Active,3/16/2015,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Rose Hill
81201533,Active,3/16/2015,Mauritius Ltd Monthly,Customer Success,MAUEBE,MAU - Ebene Mauritius,D'Epinay
726251,Active,3/16/2015,Dayforce Canada,Implementation,,CAN - Montreal QC,Pierrefonds
92305904,Active,3/12/2015,IND Monthly (ConnectedPay Exc),Finance,INDBAN,IND - Bangalore,Bengaluru
92305904,Active,3/12/2015,IND Monthly (ConnectedPay Exc),Finance,INDBAN,IND - Bangalore,
98305446,Active,3/9/2015,Dayforce CN Monthly,Customer Support,CHNSHACDAY,CHN - Shanghai,Shanghai
92305446,Active,3/9/2015,Dayforce CN Monthly,Customer Support,CHNSHACDAY,CHN - Shanghai,
126246,Active,3/2/2015,Dayforce Canada,Sales,VIRTUL,CAN - Toronto ON,Toronto
926226,Active,3/2/2015,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Ancaster
98307493,Active,3/2/2015,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,SAN JOSE DEL MONTE BULACAN
98201529,Active,3/2/2015,Mauritius Ltd Monthly,Human Resources,MAUEBE,MAU - Ebene Mauritius,Tamarin
92201505,Active,2/23/2015,Mauritius Ltd Monthly,Product,MAUEBE,MAU - Ebene Mauritius,Castel
126224,Active,2/17/2015,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Woodbridge
126224,Active,2/17/2015,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Vaughan
126225,Active,2/17/2015,Dayforce Canada,Development,VIRTUL,CAN - Toronto ON,Toronto
81300299,UK Leave of Absence,2/16/2015,UK Monthly (Native),Implementation,UKGLA3,UK - Glasgow Scotland,Greenock
72307495,Active,2/16/2015,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Pasig
81307496,Active,2/16/2015,PHL Dayforce Bi-monthly,Customer Support,PHLMAN 2A,PHL - Manila 2Asc,Marikina
92310578,Active,2/4/2015,MEX Semi-Monthly,Implementation,VIRTUL,Mexico,Chalco
926214,Active,2/2/2015,Dayforce Canada,Product,VIRTUL,CAN - Toronto ON,Ancaster
12201504,Active,2/2/2015,Mauritius Ltd Monthly,Customer Support,MAUEBE,MAU - Ebene Mauritius,Vacoas
81201518,Active,2/2/2015,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Mahebourg
81201508,Active,2/2/2015,Mauritius Ltd Monthly,Development,MAUEBE,MAU - Ebene Mauritius,Lallmatie
81307319,Active,1/26/2015,MYS Monthly (Connected Pay Ascender),Customer Support,MYSKL 2A,MYS - Kuala Lumpur,Kuala Lumpur
92201513,Active,1/26/2015,Mauritius Ltd Monthly,Implementation,MAUEBE,MAU - Ebene Mauritius,Bel Air Riviere Seche
72201501,Active,1/21/2015,Mauritius Ltd Monthly,Product,MAUEBE,MAU - Ebene Mauritius,Port Louis
